순위,게임명_중문,게임명_한글_초안,개발사_한글,개발사_중문,战略大品类Tag,战略细分品类Tag,전략대분류_KO,전략세부분류_KO,전략Tag_신뢰도,ST_대표장르_KO,ST_세부장르_KO,Qimai_장르_KO,매출집계_시작일,매출집계_종료일,출시일_기준,iOS_Net_USD_12개월,Gross_USD_12개월,Gross_KRW_원_12개월,Gross_KRW_억원_12개월,App_ID,AppStore_URL,Qimai_URL,SensorTower_URL,개발사_위치_중문,개발사_위치_한글,개발사_지역_중문,개발사_지역_한글,개발사_위치_위도,개발사_위치_경도,개발사_위치_신뢰도,개발사_위치_근거,iOS_Gross_KRW_원_12개월,iOS_Gross_KRW_억원_12개월,iOS_Gross_USD_12개월,최근12개월_Gross_USD_12개월,최근12개월_Gross_KRW_원_12개월,최근12개월_Gross_KRW_억원_12개월,최근12개월_iOS_Net_USD_12개월,최근12개월_매출집계_시작일,최근12개월_매출집계_종료일,최근12개월_iOS_Gross_KRW_원_12개월,최근12개월_iOS_Gross_KRW_억원_12개월,최근12개월_iOS_Gross_USD_12개월
1,和平精英,和平精英,텐센트,腾讯,FPS/TPS,FPS,FPS/TPS,FPS,상,액션,액션/전략,액션/전략,2019-05-01,2020-04-30,매출발생월_추정,922657289.7199996,2636163684.9142847,3848798979974.856,38487.98979974856,1321803705,https://apps.apple.com/cn/app/id1321803705,https://www.qimai.cn/app/baseinfo/appid/1321803705/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/he-ping-jing-ying/1321803705/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,1924399489987.428,19243.99489987428,1318081842.4571424,2014574816.3714285,2941279231902.2856,29412.792319022858,705101185.7299999,2025-06-01,2026-05-31,1470639615951.1428,14706.396159511429,1007287408.1857142
2,地下城与勇士：起源,地下城与勇士：起源,텐센트,腾讯,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/액션,RPG/액션,2024-05-19,2025-05-18,Qimai_출시일,790987508.0300006,2259964308.657145,3299547890639.431,32995.47890639431,1529851592,https://apps.apple.com/cn/app/id1529851592,https://www.qimai.cn/app/baseinfo/appid/1529851592/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/di-xia-cheng-yu-yong-shi-qi-yuan/1529851592/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,1649773945319.7156,16497.739453197155,1129982154.3285725,592725295.4285712,865378931325.714,8653.78931325714,207453853.39999992,2025-06-01,2026-05-31,432689465662.857,4326.89465662857,296362647.7142856
3,梦幻西游,梦幻西游,넷이즈,网易,SRPG,SRPG,SRPG,SRPG,상,액션,액션/RPG,액션/RPG,2015-06-01,2016-05-31,SensorTower_출시일,516363490.33000034,1475324258.0857153,2153973416805.144,21539.734168051444,940547441,https://apps.apple.com/cn/app/id940547441,https://www.qimai.cn/app/baseinfo/appid/940547441/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/meng-huan-xi-you/940547441/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,1076986708402.572,10769.867084025722,737662129.0428576,576850809.8857137,842202182433.142,8422.02182433142,201897783.4599998,2025-06-01,2026-05-31,421101091216.571,4211.01091216571,288425404.94285685
4,三国志·战略版,三国志·战略版,링시/알리바바,灵犀互娱/阿里,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,시뮬레이션,시뮬레이션/전략,시뮬레이션/전략,2019-09-19,2020-09-18,Qimai_출시일,434115748.6100001,1240330710.314286,1810882837058.8577,18108.828370588577,1474572440,https://apps.apple.com/cn/app/id1474572440,https://www.qimai.cn/app/baseinfo/appid/1474572440/country/cn,https://app.sensortower.com/ios/cn/lingxi-games-inc/app/san-guo-zhi-zhan-lue-ban/1474572440/,广州,광저우,广东省,광둥성,23.1291,113.2644,high,대표 개발사/브랜드 매핑: 灵犀互娱 → 广州,905441418529.4288,9054.414185294288,620165355.157143,196995917.14285713,287614039028.57135,2876.1403902857137,68948570.99999999,2025-06-01,2026-05-31,143807019514.28568,1438.0701951428568,98497958.57142857
5,阴阳师,阴阳师,넷이즈,网易,SLG/전략게임,라이트 SLG,SLG/전략게임,라이트 SLG,상,전략,전략/RPG,전략/RPG,2016-10-02,2017-10-01,SensorTower_출시일,393280293.8999999,1123657982.5714283,1640540654554.2854,16405.406545542854,895670960,https://apps.apple.com/cn/app/id895670960,https://www.qimai.cn/app/baseinfo/appid/895670960/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/yin-yang-shi/895670960/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,820270327277.1427,8202.703272771427,561828991.2857141,76899427.0285714,112273163461.71423,1122.7316346171424,26914799.45999999,2025-06-01,2026-05-31,56136581730.85712,561.3658173085712,38449713.5142857
6,逆水寒,逆水寒,넷이즈,网易,MMORPG,MMORPG,MMORPG,MMORPG,상,RPG,RPG,RPG,2023-06-26,2024-06-25,Qimai_출시일,375934299.03000015,1074097997.228572,1568183075953.7148,15681.830759537148,1541570980,https://apps.apple.com/cn/app/id1541570980,https://www.qimai.cn/app/baseinfo/appid/1541570980/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/ni-shui-han/1541570980/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,784091537976.8574,7840.915379768574,537048998.614286,158996209.11428562,232134465306.857,2321.34465306857,55648673.18999996,2025-06-01,2026-05-31,116067232653.4285,1160.672326534285,79498104.55714281
7,QQ飞车,QQ飞车,텐센트,腾讯,경기/스포츠·레이싱,레이싱/경주,경기/스포츠·레이싱,레이싱/경주,상,액션,액션/레이싱,액션/레이싱,2017-12-27,2018-12-26,Qimai_출시일,316519073.1100003,904340208.8857152,1320336704973.1443,13203.367049731443,1235504705,https://apps.apple.com/cn/app/id1235504705,https://www.qimai.cn/app/baseinfo/appid/1235504705/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/qqfei-che/1235504705/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,660168352486.5721,6601.683524865722,452170104.4428576,120330649.40000002,175682748124.00003,1756.8274812400002,42115727.29000001,2025-06-01,2026-05-31,87841374062.00002,878.4137406200001,60165324.70000001
8,原神·空月之歌,原神·空月之歌,미호요/호요버스,米哈游,서브컬처,서브컬처,서브컬처,서브컬처,상,어드벤처,어드벤처/RPG,어드벤처/RPG,2020-09-25,2021-09-24,Qimai_출시일,311617626.21000004,890336074.8857144,1299890669333.143,12998.90669333143,1467190251,https://apps.apple.com/cn/app/id1467190251,https://www.qimai.cn/app/baseinfo/appid/1467190251/country/cn,https://app.sensortower.com/ios/cn/mihoyo-games/app/yuan-shen-kong-yue-zhi-ge/1467190251/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 米哈游 → 上海,649945334666.5715,6499.453346665715,445168037.4428572,294880224.4000001,430525127624.0002,4305.251276240001,103208078.54000002,2025-06-01,2026-05-31,215262563812.0001,2152.6256381200005,147440112.20000005
9,天涯明月刀·世界,天涯明月刀·世界,텐센트,腾讯,MMORPG,MMORPG,MMORPG,MMORPG,상,RPG,RPG,RPG,2020-10-16,2021-10-15,Qimai_출시일,302342126.0100005,863834645.7428586,1261198582784.5737,12611.985827845738,1438499417,https://apps.apple.com/cn/app/id1438499417,https://www.qimai.cn/app/baseinfo/appid/1438499417/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/tian-ya-ming-yue-dao-shi-jie/1438499417/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,630599291392.2869,6305.992913922869,431917322.8714293,11262321.457142856,16442989327.42857,164.4298932742857,3941812.5099999993,2025-06-01,2026-05-31,8221494663.714285,82.21494663714284,5631160.728571428
10,崩坏：星穹铁道,崩坏：星穹铁道,미호요/호요버스,米哈游,서브컬처,서브컬처,서브컬처,서브컬처,상,RPG,RPG/어드벤처,RPG/어드벤처,2023-04-23,2024-04-22,Qimai_출시일,295900801.98999983,845430862.828571,1234329059729.7136,12343.290597297137,1523037824,https://apps.apple.com/cn/app/id1523037824,https://www.qimai.cn/app/baseinfo/appid/1523037824/country/cn,https://app.sensortower.com/ios/cn/mihoyo-games/app/beng-pi-xing-qiong-tie-dao/1523037824/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 米哈游 → 上海,617164529864.8568,6171.645298648568,422715431.4142855,216796751.14285716,316523256668.5715,3165.2325666857146,75878862.9,2025-06-01,2026-05-31,158261628334.28574,1582.6162833428573,108398375.57142858
11,无尽冬日,无尽冬日,센추리게임즈/디앤디엔,点点互动,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,시뮬레이션,시뮬레이션/전략,시뮬레이션/전략,2024-05-31,2025-05-30,Qimai_출시일,289158256.12999994,826166446.0857141,1206203011285.1426,12062.030112851426,6478492012,https://apps.apple.com/cn/app/id6478492012,https://www.qimai.cn/app/baseinfo/appid/6478492012/country/cn,https://app.sensortower.com/ios/cn/shanghai-qingdi-technology-company-limited/app/wu-jin-dong-ri/6478492012/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 点点互动 → 上海,603101505642.5713,6031.015056425713,413083223.04285705,926193052.5428581,1352241856712.5728,13522.418567125727,324167568.39000034,2025-06-01,2026-05-31,676120928356.2864,6761.209283562864,463096526.27142906
12,王者荣耀,王者荣耀,텐센트,腾讯,MOBA,5v5 공정 MOBA,MOBA,5v5 공정 MOBA,상,액션,액션/전략,액션/전략,2015-10-28,2016-10-27,Qimai_출시일,270669631.82000005,773341805.2000002,1129079035592.0002,11290.790355920002,989673964,https://apps.apple.com/cn/app/id989673964,https://www.qimai.cn/app/baseinfo/appid/989673964/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/wang-zhe-rong-yao/989673964/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,564539517796.0001,5645.395177960001,386670902.6000001,3902300856.3428593,5697359250260.576,56973.59250260576,1365805299.7200007,2025-06-01,2026-05-31,2848679625130.288,28486.79625130288,1951150428.1714296
13,大话西游,大话西游,넷이즈,网易,SRPG,SRPG,SRPG,SRPG,상,RPG,RPG/액션,RPG/액션,2015-09-18,2016-09-17,SensorTower_출시일,266259924.45999995,760742641.3142856,1110684256318.857,11106.84256318857,1015364140,https://apps.apple.com/cn/app/id1015364140,https://www.qimai.cn/app/baseinfo/appid/1015364140/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/da-hua-xi-you/1015364140/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,555342128159.4285,5553.421281594285,380371320.6571428,58761111.74285714,85791223144.57143,857.9122314457143,20566389.11,2025-06-01,2026-05-31,42895611572.28571,428.95611572285713,29380555.87142857
14,英雄联盟手游,英雄联盟手游,텐센트,腾讯,MOBA,5v5 공정 MOBA,MOBA,5v5 공정 MOBA,상,액션,액션/전략,액션/전략,2021-10-08,2022-10-07,Qimai_출시일,256460012.41,732742892.6,1069804623196.0,10698.04623196,1455054000,https://apps.apple.com/cn/app/id1455054000,https://www.qimai.cn/app/baseinfo/appid/1455054000/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/ying-xiong-lian-meng-shou-you/1455054000/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,534902311598.0,5349.02311598,366371446.3,385066633.4571427,562197284847.4283,5621.972848474284,134773321.70999995,2025-06-01,2026-05-31,281098642423.7142,2810.986424237142,192533316.72857136
15,完美世界,完美世界,텐센트,腾讯,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/어드벤처,RPG/어드벤처,2019-03-06,2020-03-05,Qimai_출시일,251322158.76000008,718063310.7428575,1048372433684.572,10483.724336845718,1404192329,https://apps.apple.com/cn/app/id1404192329,https://www.qimai.cn/app/baseinfo/appid/1404192329/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/wan-mei-shi-jie/1404192329/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,524186216842.286,5241.862168422859,359031655.3714287,22448798.4,32775245663.999996,327.75245663999993,7857079.439999999,2025-06-01,2026-05-31,16387622831.999998,163.87622831999997,11224399.2
16,倩女幽魂,倩女幽魂,넷이즈,网易,MMORPG,MMORPG,MMORPG,MMORPG,상,RPG,RPG,RPG,2016-05-12,2017-05-11,SensorTower_출시일,248589722.14000013,710256348.971429,1036974269498.2864,10369.742694982864,1033387365,https://apps.apple.com/cn/app/id1033387365,https://www.qimai.cn/app/baseinfo/appid/1033387365/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/qian-nu-you-hun/1033387365/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,518487134749.1432,5184.871347491432,355128174.4857145,69299109.65714288,101176700099.4286,1011.767000994286,24254688.380000006,2025-06-01,2026-05-31,50588350049.7143,505.883500497143,34649554.82857144
17,剑与远征 - AFK,剑与远征 - AFK,릴리스 게임즈,莉莉丝,캐주얼,방치,캐주얼,방치,상,RPG,RPG/전략,RPG/전략,2020-01-03,2021-01-02,Qimai_출시일,230750052.4199997,659285864.0571421,962557361523.4275,9625.573615234274,1481453488,https://apps.apple.com/cn/app/id1481453488,https://www.qimai.cn/app/baseinfo/appid/1481453488/country/cn,https://app.sensortower.com/ios/cn/shang-hai-li-li-si-wang-luo/app/jian-yu-yuan-zheng-afk/1481453488/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 莉莉丝 → 上海,481278680761.71375,4812.786807617137,329642932.02857107,7998491.82857143,11677798069.714289,116.7779806971429,2799472.1400000006,2025-06-01,2026-05-31,5838899034.857144,58.38899034857145,3999245.914285715
18,天龙八部手游,天龙八部手游,텐센트,腾讯,MMORPG,MMORPG,MMORPG,MMORPG,상,액션,액션/RPG,액션/RPG,2017-05-16,2018-05-15,Qimai_출시일,213806894.16999987,610876840.485714,891880187109.1425,8918.801871091424,1132257692,https://apps.apple.com/cn/app/id1132257692,https://www.qimai.cn/app/baseinfo/appid/1132257692/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/tian-long-ba-bu-shou-you/1132257692/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,445940093554.5712,4459.400935545712,305438420.242857,37383307.571428604,54579629054.28576,545.7962905428576,13084157.650000012,2025-06-01,2026-05-31,27289814527.14288,272.8981452714288,18691653.785714302
19,万国觉醒,万国觉醒,릴리스 게임즈,莉莉丝,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,전략,전략/RPG,전략/RPG,2020-09-22,2021-09-21,Qimai_출시일,203267515.18,580764329.0857142,847915920465.1428,8479.159204651429,1519945981,https://apps.apple.com/cn/app/id1519945981,https://www.qimai.cn/app/baseinfo/appid/1519945981/country/cn,https://app.sensortower.com/ios/cn/shang-hai-li-li-si-wang-luo/app/mo-guo-jue-xing/1519945981/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 莉莉丝 → 上海,423957960232.5714,4239.579602325714,290382164.5428571,17629669.65714287,25739317699.42859,257.3931769942859,6170384.380000004,2025-06-01,2026-05-31,12869658849.714294,128.69658849714295,8814834.828571435
20,哈利波特：魔法觉醒,哈利波特：魔法觉醒,넷이즈,网易,카드게임,수집/육성 카드,카드게임,수집/육성 카드,상,카드,카드/RPG,카드/RPG,2021-09-06,2022-09-05,Qimai_출시일,192416693.52999967,549761981.5142848,802652493010.8558,8026.524930108559,1476656987,https://apps.apple.com/cn/app/id1476656987,https://www.qimai.cn/app/baseinfo/appid/1476656987/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/ha-li-bo-te-mo-fa-jue-xing/1476656987/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,401326246505.4279,4013.2624650542793,274880990.7571424,15992402.514285726,23348907670.85716,233.4890767085716,5597340.880000004,2025-06-01,2026-05-31,11674453835.42858,116.7445383542858,7996201.257142863
21,新剑侠情缘,新剑侠情缘,텐센트,腾讯,MMORPG,MMORPG,MMORPG,MMORPG,상,액션,액션/RPG,액션/RPG,2016-06-01,2017-05-31,Qimai_출시일,189201499.9999998,540575714.2857137,789240542857.142,7892.40542857142,1086842482,https://apps.apple.com/cn/app/id1086842482,https://www.qimai.cn/app/baseinfo/appid/1086842482/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/xin-jian-xia-qing-yuan/1086842482/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,394620271428.571,3946.20271428571,270287857.14285684,42694511.0857143,62333986185.14288,623.3398618514289,14943078.880000005,2025-06-01,2026-05-31,31166993092.57144,311.6699309257144,21347255.54285715
22,三角洲行动,三角洲行动,텐센트,腾讯,SRPG,SRPG,SRPG,SRPG,상,액션,액션,액션,2024-09-26,2025-09-25,Qimai_출시일,186300632.72000003,532287522.057143,777139782203.4288,7771.397822034288,1642894547,https://apps.apple.com/cn/app/id1642894547,https://www.qimai.cn/app/baseinfo/appid/1642894547/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/san-jiao-zhou-xing-dong/1642894547/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,388569891101.7144,3885.698911017144,266143761.0285715,1438392069.9428577,2100052422116.572,21000.524221165724,503437224.48000014,2025-06-01,2026-05-31,1050026211058.286,10500.262110582862,719196034.9714289
23,无畏契约：源能行动,无畏契约：源能行动,텐센트,腾讯,FPS/TPS,FPS,FPS/TPS,FPS,상,액션,액션/전략,액션/전략,2025-08-19,2026-08-18,Qimai_출시일,185165840.09,529045257.4,772406075804.0,7724.06075804,6535673811,https://apps.apple.com/cn/app/id6535673811,https://www.qimai.cn/app/baseinfo/appid/6535673811/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/wu-wei-qi-yue-yuan-neng-xing-dong/6535673811/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,386203037902.0,3862.03037902,264522628.7,503887028.62857133,735675061797.7141,7356.750617977139,176360460.01999995,2025-06-01,2026-05-31,367837530898.85706,3678.3753089885695,251943514.31428567
24,金铲铲之战,金铲铲之战,텐센트,腾讯,카드게임,오토체스 카드,카드게임,오토체스 카드,상,카드,카드/전략,카드/전략,2021-08-26,2022-08-25,Qimai_출시일,182416881.09,521191088.8285714,760938989689.7142,7609.3898968971425,1478101301,https://apps.apple.com/cn/app/id1478101301,https://www.qimai.cn/app/baseinfo/appid/1478101301/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/jin-chan-chan-zhi-zhan/1478101301/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,380469494844.8571,3804.6949484485713,260595544.4142857,915813690.5428576,1337087988192.5723,13370.879881925723,320534791.6900002,2025-06-01,2026-05-31,668543994096.2861,6685.439940962861,457906845.2714288
25,恋与深空,恋与深空,페이퍼게임즈,叠纸,여성향 전용,오토메 연애 RPG,여성향 전용,오토메 연애 RPG,상,시뮬레이션,시뮬레이션,시뮬레이션,2024-01-15,2025-01-14,Qimai_출시일,174371644.34999987,498204698.1428568,727378859288.571,7273.78859288571,1618911882,https://apps.apple.com/cn/app/id1618911882,https://www.qimai.cn/app/baseinfo/appid/1618911882/country/cn,https://app.sensortower.com/ios/cn/paper-games/app/lian-yu-shen-kong/1618911882/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 叠纸 → 上海,363689429644.2855,3636.894296442855,249102349.0714284,450946520.51428574,658381919950.8572,6583.819199508572,157831282.18,2025-06-01,2026-05-31,329190959975.4286,3291.909599754286,225473260.25714287
26,乱世王者,乱世王者,텐센트,腾讯,SLG/전략게임,라이트 SLG,SLG/전략게임,라이트 SLG,상,전략,전략,전략,2017-08-15,2018-08-14,Qimai_출시일,168243068.50999993,480694481.4571427,701813942927.4283,7018.139429274283,1232104244,https://apps.apple.com/cn/app/id1232104244,https://www.qimai.cn/app/baseinfo/appid/1232104244/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/luan-shi-wang-zhe/1232104244/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,350906971463.7142,3509.0697146371417,240347240.72857136,15520144.628571432,22659411157.714287,226.5941115771429,5432050.620000001,2025-06-01,2026-05-31,11329705578.857143,113.29705578857146,7760072.314285716
27,一梦江湖,一梦江湖,넷이즈,网易,MMORPG,MMORPG,MMORPG,MMORPG,상,어드벤처,어드벤처/RPG,어드벤처/RPG,2018-01-18,2019-01-17,Qimai_출시일,167582037.1500001,478805820.42857176,699056497825.7147,6990.564978257147,1089795423,https://apps.apple.com/cn/app/id1089795423,https://www.qimai.cn/app/baseinfo/appid/1089795423/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/meng-jiang-hu/1089795423/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,349528248912.85736,3495.2824891285736,239402910.21428588,17535413.4,25601703563.999996,256.01703563999996,6137394.69,2025-06-01,2026-05-31,12800851781.999998,128.00851781999998,8767706.7
28,跑跑卡丁车官方竞速版,跑跑卡丁车官方竞速版,텐센트,腾讯,경기/스포츠·레이싱,레이싱/경주,경기/스포츠·레이싱,레이싱/경주,상,액션,액션/레이싱,액션/레이싱,2019-06-13,2020-06-12,Qimai_출시일,154990696.75000012,442830562.1428575,646532620728.5719,6465.32620728572,1438842875,https://apps.apple.com/cn/app/id1438842875,https://www.qimai.cn/app/baseinfo/appid/1438842875/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/pao-pao-qia-ding-che-guan-fang-jing-su-ban/1438842875/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,323266310364.28595,3232.66310364286,221415281.07142875,19165765.2,27982017192.0,279.82017192,6708017.819999999,2025-06-01,2026-05-31,13991008596.0,139.91008596,9582882.6
29,全民突击,全民突击,텐센트,腾讯,FPS/TPS,FPS,FPS/TPS,FPS,상,액션,액션/어드벤처,액션/어드벤처,2015-01-06,2016-01-05,Qimai_출시일,153780355.64999986,439372444.71428525,641483769282.8566,6414.837692828566,891186836,https://apps.apple.com/cn/app/id891186836,https://www.qimai.cn/app/baseinfo/appid/891186836/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/quan-min-tu-ji/891186836/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,320741884641.4283,3207.418846414283,219686222.35714263,3841437.4857142856,5608498729.142857,56.08498729142857,1344503.12,2025-06-01,2026-05-31,2804249364.5714283,28.042493645714284,1920718.7428571428
30,三国：谋定天下,三国：谋定天下,빌리빌리,哔哩哔哩,SLG/전략게임,라이트 SLG,SLG/전략게임,라이트 SLG,상,전략,전략,전략,2024-06-10,2025-06-09,Qimai_출시일,150825229.1300001,430929226.0857146,629156670085.1434,6291.566700851435,6466232155,https://apps.apple.com/cn/app/id6466232155,https://www.qimai.cn/app/baseinfo/appid/6466232155/country/cn,https://app.sensortower.com/ios/cn/shanghai-hode-information-technology-co-ltd/app/san-guo-mou-ding-tian-xia/6466232155/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 哔哩哔哩 → 上海,314578335042.5717,3145.7833504257173,215464613.0428573,164270719.3714287,239835250282.2859,2398.3525028228582,57494751.78000004,2025-06-01,2026-05-31,119917625141.14294,1199.1762514114291,82135359.68571435
31,一念逍遥·萌兽服,一念逍遥·萌兽服,레이팅/기가비츠,雷霆/吉比特,캐주얼,방치,캐주얼,방치,상,RPG,RPG,RPG,2021-01-30,2022-01-29,Qimai_출시일,150339208.4499999,429540595.5714282,627129269534.2853,6271.292695342853,1501671346,https://apps.apple.com/cn/app/id1501671346,https://www.qimai.cn/app/baseinfo/appid/1501671346/country/cn,https://app.sensortower.com/ios/cn/lei-ting-you-xi/app/nian-xiao-yao-meng-shou-fu/1501671346/,厦门,샤먼,福建省,푸젠성,24.4798,118.0894,high,대표 개발사/브랜드 매핑: 雷霆 → 厦门,313564634767.14264,3135.6463476714266,214770297.7857141,20866458.028571423,30465028721.71428,304.6502872171428,7303260.31,2025-06-01,2026-05-31,15232514360.85714,152.3251436085714,10433229.014285712
32,魂斗罗:归来,魂斗罗:归来,텐센트,腾讯,캐주얼,라이트 경쟁,캐주얼,라이트 경쟁,상,RPG,RPG/액션,RPG/액션,2017-06-06,2018-06-05,Qimai_출시일,145772878.73,416493939.2285714,608081151273.7142,6080.811512737142,983122251,https://apps.apple.com/cn/app/id983122251,https://www.qimai.cn/app/baseinfo/appid/983122251/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/hun-dou-luo-gui-lai/983122251/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,304040575636.8571,3040.405756368571,208246969.6142857,27471060.399999987,40107748183.999985,401.07748183999985,9614871.139999997,2025-06-01,2026-05-31,20053874091.999992,200.53874091999992,13735530.199999994
33,热血传奇,热血传奇,텐센트,腾讯,MMORPG,MMORPG,MMORPG,MMORPG,상,RPG,RPG/액션,RPG/액션,2015-08-06,2016-08-05,Qimai_출시일,133587668.49999994,381679052.8571426,557251417171.4283,5572.514171714283,981791837,https://apps.apple.com/cn/app/id981791837,https://www.qimai.cn/app/baseinfo/appid/981791837/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/re-xie-chuan-qi/981791837/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,278625708585.7142,2786.2570858571416,190839526.4285713,8476966.57142857,12376371194.285713,123.76371194285711,2966938.3,2025-06-01,2026-05-31,6188185597.142857,61.88185597142856,4238483.285714285
34,QQ炫舞,QQ炫舞,텐센트,腾讯,음악/댄스,댄스/코디,음악/댄스,댄스/코디,상,음악,음악,음악,2018-03-13,2019-03-12,Qimai_출시일,132925425.97000007,379786931.34285736,554488919760.5718,5544.8891976057175,1219233424,https://apps.apple.com/cn/app/id1219233424,https://www.qimai.cn/app/baseinfo/appid/1219233424/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/qqxuan-wu/1219233424/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,277244459880.2859,2772.4445988028588,189893465.67142868,132954155.88571432,194113067593.1429,1941.1306759314289,46533954.56000001,2025-06-01,2026-05-31,97056533796.57146,970.5653379657144,66477077.94285716
